,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.029233227,-0.7359056,0.0,0.0054377206,-0.7359056,0.0,0.002843722
1,80059,-0.12520604,0.0,0.0059065144,-0.12520604,0.0,0.0018979204,-0.12520604,0.0003305449,0.0
2,80060,0.49774978,0.014680917,0.0,0.49774978,0.0065362365,0.0,0.49774978,0.005688135,0.0
3,80061,1.0719814,0.00039588404,0.0,1.0719814,0.0,0.0022851774,1.0719814,0.0,0.0009769892
4,80062,1.541278,0.006120148,0.0,1.541278,0.0,0.006091854,1.541278,0.0,0.0034923884
5,80063,1.8597006,0.0,0.005034709,1.8597006,0.008459088,0.0,1.8597006,0.0024645922,0.0
6,80064,1.996079,0.0047876798,0.0,-3.003921,0.003946492,0.0,1.996079,0.0,0.0053569176
7,80065,1.9370635,0.0,0.0072241826,1.9370635,0.012356171,0.0,1.9370635,0.021502806,0.0
8,80066,1.6884309,0.0,0.009020814,1.6884309,0.030669501,0.0,1.6884309,0.00734748,0.0
9,80067,1.2745197,0.0,0.007587238,1.2745197,0.019377409,0.0,1.2745197,0.009319083,0.0
10,80068,0.7358472,0.016659876,0.0,0.7358472,0.014722029,0.0,0.7358472,0.0,0.0013132201
11,80069,0.12514333,0.00462517,0.0,0.12514333,0.00057188614,0.0,0.12514333,0.00070656533,0.0
12,80070,-0.49781063,0.0,0.011860737,-0.49781063,0.0,0.006353304,-0.49781063,0.0,0.008154277
13,80071,-1.0720345,0.0003230177,0.0,-1.0720345,0.0039518415,0.0,-1.0720345,0.0,0.018798182
14,80072,-1.541318,0.0588974,0.0,-1.541318,0.0008915516,0.0,-1.541318,0.0,0.005524218
15,80073,-1.8597236,0.081321776,0.0,-1.8597236,0.0,0.007786781,-1.8597236,0.038775146,0.0
16,80074,-1.9960829,0.11868275,0.0,-1.9960829,0.0,0.018370546,-1.9960829,0.00049063185,0.0
17,80075,-1.9370478,0.080619164,0.0,-1.9370478,0.017222257,0.0,-1.9370478,0.0020790005,0.0
18,80076,-1.6883973,0.025169423,0.0,-1.6883973,0.0,0.0016435931,-1.6883973,0.0,0.013851759
19,80077,-1.2744713,0.0,0.014607165,-1.2744713,0.019232161,0.0,-1.2744713,0.000588917,0.0
20,80078,-0.7357887,0.0,0.029713934,-0.7357887,0.0,0.0052568573,-0.7357887,0.011640193,0.0
21,80079,-0.12508062,0.0,0.0063526,-0.12508062,0.0,0.0015456747,-0.12508062,0.0,9.914461e-05
22,80080,0.4978715,0.0138925435,0.0,0.4978715,0.006440995,0.0,0.4978715,0.004411165,0.0
23,80081,1.0720875,0.008485724,0.0,1.0720875,0.006696364,0.0,1.0720875,0.0,0.0060791387
24,80082,1.5413581,0.0,0.0015597339,1.5413581,0.005195333,0.0,1.5413581,0.0,0.005084699
25,80083,1.8597467,0.0,0.0074495375,1.8597467,0.0008705777,0.0,1.8597467,0.008130421,0.0
26,80084,1.9960868,0.00054530567,0.0,1.9960868,0.0,0.00016496239,1.9960868,0.0,0.0014083578
27,80085,1.9370322,0.0040869857,0.0,1.9370322,0.0057880213,0.0,1.9370322,0.020943739,0.0
28,80086,1.6883636,0.0,0.003200373,1.6883636,0.011588808,0.0,1.6883636,0.015537744,0.0
29,80087,1.2744229,0.25531214,0.0,1.2744229,0.0,0.018404027,1.2744229,0.014411732,0.0
30,80088,0.7357303,0.018015152,0.0,0.7357303,0.0,0.0025090778,0.7357303,0.0050166426,0.0
31,80089,0.12501791,0.0030790647,0.0,0.12501791,0.0014578424,0.0,0.12501791,0.0019589164,0.0
32,80090,-0.49793234,0.0,0.013818543,-0.49793234,0.0030276075,0.0,-0.49793234,0.0,0.000788908
33,80091,-1.0721406,0.011094562,0.0,-1.0721406,0.0015869816,0.0,-1.0721406,0.0,0.016771875
34,80092,-1.541398,0.058684047,0.0,-1.541398,0.0,0.024451768,-1.541398,0.0,0.0051536295
35,80093,-1.8597698,0.09450347,0.0,-1.8597698,0.0,0.00917794,-1.8597698,0.018307874,0.0
36,80094,-1.9960908,0.122897275,0.0,-1.9960908,0.047792874,0.0,-1.9960908,0.0024097695,0.0
37,80095,-1.9370165,0.09631622,0.0,-1.9370165,0.011379767,0.0,-1.9370165,0.003665255,0.0
38,80096,-1.6883298,0.049542353,0.0,-1.6883298,0.0,0.0065452126,-1.6883298,0.0,0.011012357
39,80097,-1.2743745,0.0,0.02512695,-1.2743745,0.0055987746,0.0,-1.2743745,0.0,0.10843048
40,80098,-0.7356719,0.0,0.045674223,-0.7356719,0.0047921455,0.0,-0.7356719,0.0,0.004474462
41,80099,-0.1249552,0.0,0.006921744,-0.1249552,0.0,0.00015432943,-0.1249552,0.0,0.000589873
42,80100,0.4979932,0.021443289,0.0,0.4979932,0.0,8.1732665e-05,0.4979932,0.0015732002,0.0
43,80101,-3.3175178,0.0,0.009089111,1.0721936,0.0026140467,0.0,1.0721936,0.007805934,0.0
44,80102,2.4533055,0.010180667,0.0,1.5414381,0.0,0.012360509,1.5414381,0.013533563,0.0
