,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.031406287,-0.7359056,0.0,0.007224368,-0.7359056,0.0,0.0024113788
1,80059,-0.12520604,0.0,0.006793851,-0.12520604,0.0,0.001963347,-0.12520604,0.0,0.0004512069
2,80060,0.49774978,0.017615667,0.0,0.49774978,0.0073046936,0.0,0.49774978,0.004659358,0.0
3,80061,1.0719814,0.0,0.00059172226,1.0719814,0.0,0.00397519,1.0719814,0.0,0.004835849
4,80062,1.541278,0.0,0.0013368098,1.541278,0.0,0.0054443944,1.541278,0.0,0.00022700924
5,80063,1.8597006,0.0,0.0132273,1.8597006,0.00071391265,0.0,1.8597006,0.0,0.009267217
6,80064,1.996079,0.0067589073,0.0,-3.003921,0.0007954617,0.0,1.996079,0.0,0.0022192313
7,80065,1.9370635,0.0,0.008471219,1.9370635,0.011977321,0.0,1.9370635,0.023567233,0.0
8,80066,1.6884309,0.0,0.0026423275,1.6884309,0.017819816,0.0,1.6884309,0.0004264962,0.0
9,80067,1.2745197,0.0,0.0073937187,1.2745197,0.013030422,0.0,1.2745197,0.0007627677,0.0
10,80068,0.7358472,0.020616785,0.0,0.7358472,0.013845908,0.0,0.7358472,0.0,0.0036839268
11,80069,0.12514333,0.0049258135,0.0,0.12514333,0.0006401702,0.0,0.12514333,0.0005944018,0.0
12,80070,-0.49781063,0.0,0.012811282,-0.49781063,0.0,0.0056230505,-0.49781063,0.0,0.007270831
13,80071,-1.0720345,0.0,0.0015073133,-1.0720345,0.0014604646,0.0,-1.0720345,0.0,0.014282031
14,80072,-1.541318,0.06677071,0.0,-1.541318,0.0048392043,0.0,-1.541318,0.00028062236,0.0
15,80073,-1.8597236,0.08584646,0.0,-1.8597236,0.0,0.0019532458,-1.8597236,0.04750703,0.0
16,80074,-1.9960829,0.1237613,0.0,-1.9960829,0.0,0.0070911637,-1.9960829,0.00040836312,0.0
17,80075,-1.9370478,0.07876326,0.0,-1.9370478,0.013435171,0.0,-1.9370478,0.0014245248,0.0
18,80076,-1.6883973,0.021664502,0.0,-1.6883973,0.0034914946,0.0,-1.6883973,0.0,0.011473053
19,80077,-1.2744713,0.0,0.01954761,-1.2744713,0.019154994,0.0,-1.2744713,0.0,0.0041775
20,80078,-0.7357887,0.0,0.032958783,-0.7357887,0.0,0.0077233436,-0.7357887,0.0122257285,0.0
21,80079,-0.12508062,0.0,0.007355324,-0.12508062,0.0,0.001514521,-0.12508062,0.0,0.0006810976
22,80080,0.4978715,0.015636366,0.0,0.4978715,0.0066723744,0.0,0.4978715,0.006106778,0.0
23,80081,1.0720875,0.0030324373,0.0,1.0720875,0.0045255236,0.0,1.0720875,0.0,0.010996426
24,80082,1.5413581,0.0,0.008607657,1.5413581,0.0061352467,0.0,1.5413581,0.0,0.00852533
25,80083,1.8597467,0.0,0.008585757,1.8597467,0.0,0.0074455175,1.8597467,0.0016537174,0.0
26,80084,1.9960868,0.0,0.0015645891,1.9960868,0.0010144876,0.0,1.9960868,0.0,0.00020335893
27,80085,1.9370322,0.006749402,0.0,1.9370322,0.010061431,0.0,1.9370322,0.022348832,0.0
28,80086,1.6883636,0.0016860843,0.0,1.6883636,0.002647427,0.0,1.6883636,0.013028273,0.0
29,80087,1.2744229,0.25746408,0.0,1.2744229,0.0,0.036200203,1.2744229,0.006943544,0.0
30,80088,0.7357303,0.020088455,0.0,0.7357303,0.0,0.003964974,0.7357303,0.0046031964,0.0
31,80089,0.12501791,0.003601271,0.0,0.12501791,0.0019475624,0.0,0.12501791,0.0019972613,0.0
32,80090,-0.49793234,0.0,0.014252412,-0.49793234,0.003010977,0.0,-0.49793234,0.0017674313,0.0
33,80091,-1.0721406,0.014216078,0.0,-1.0721406,0.009014157,0.0,-1.0721406,0.0,0.01089387
34,80092,-1.541398,0.06459993,0.0,-1.541398,0.0,0.016807323,-1.541398,0.007529369,0.0
35,80093,-1.8597698,0.11106764,0.0,-1.8597698,0.0,0.009028698,-1.8597698,0.023513889,0.0
36,80094,-1.9960908,0.12172522,0.0,-1.9960908,0.041337095,0.0,-1.9960908,0.0,0.0027069761
37,80095,-1.9370165,0.09745991,0.0,-1.9370165,0.0169003,0.0,-1.9370165,0.007901443,0.0
38,80096,-1.6883298,0.03582847,0.0,-1.6883298,0.0,0.0016413311,-1.6883298,0.0,0.01859784
39,80097,-1.2743745,0.0,0.02487331,-1.2743745,0.0034609195,0.0,-1.2743745,0.0,0.1477495
40,80098,-0.7356719,0.0,0.04992215,-0.7356719,0.0075849784,0.0,-0.7356719,0.0,0.006518852
41,80099,-0.1249552,0.0,0.0077599194,-0.1249552,0.0,0.00039876022,-0.1249552,0.0,0.0012140061
42,80100,0.4979932,0.023997504,0.0,0.4979932,0.0,2.5801099e-05,0.4979932,0.002341174,0.0
43,80101,-3.3175178,0.0,0.010937902,1.0721936,0.0010501287,0.0,1.0721936,0.008290269,0.0
44,80102,2.4533055,0.00833591,0.0,1.5414381,0.0,0.014312439,1.5414381,0.007309828,0.0
45,80103,3.7805083,0.0,0.004512881,1.859793,0.0,0.009074935,1.859793,0.0,0.008766752
46,80104,1.0749108,0.0032532478,0.0,1.9960947,0.0,0.00803451,1.9960947,0.0,0.0059327204
47,80105,-0.78283393,0.0002135336,0.0,1.9370009,0.013893082,0.0,1.9370009,0.015660955,0.0
48,80106,5.086924,0.015282003,0.0,1.6882962,0.0016852821,0.0,1.6882962,0.0036854988,0.0
49,80107,3.6084764,0.02583771,0.0,1.274326,0.0,0.013772773,1.274326,0.0,0.0018472982
50,80108,0.73561347,0.024438212,0.0,0.73561347,0.0,0.0032436526,0.73561347,0.0,0.0039850357
51,80109,0.124892496,0.005336118,0.0,0.124892496,0.0009800337,0.0,0.124892496,0.0,0.00018329726
52,80110,-0.49805406,0.0,0.009768317,-0.49805406,0.0,0.0015766395,-0.49805406,0.0011381893,0.0
53,80111,-1.0722467,0.0058150617,0.0,-1.0722467,0.0,0.0004544304,-1.0722467,0.0,0.0018622404
54,80112,-1.5414782,0.05904635,0.0,-1.5414782,0.016984409,0.0,-1.5414782,0.004348175,0.0
55,80113,-1.8598161,0.11919721,0.0,-1.8598161,0.0028125113,0.0,-1.8598161,0.021208366,0.0
56,80114,-1.9960986,0.13880816,0.0,-1.9960986,0.0,0.0010641456,-1.9960986,0.012974348,0.0
57,80115,-1.9369853,0.10562629,0.0,-1.9369853,0.0,0.0028663466,-1.9369853,0.023774149,0.0
58,80116,-1.6882625,0.034068078,0.0,-1.6882625,0.0,0.011738652,-1.6882625,0.013853069,0.0
