,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.02489701,-0.7359056,5.003262e-05,0.0,-0.7359056,0.0,0.0069430065
1,80059,-0.12520604,0.0,0.0051824986,-0.12520604,0.0,0.001575807,-0.12520604,0.0,0.00028650265
2,80060,0.49774978,0.012989001,0.0,0.49774978,0.0072932895,0.0,0.49774978,0.003284533,0.0
3,80061,1.0719814,0.00029436155,0.0,1.0719814,0.0,0.0065525533,1.0719814,0.0,0.010149336
4,80062,1.541278,0.00034216268,0.0,1.541278,0.0,0.008776125,1.541278,0.0,0.0074875746
5,80063,1.8597006,0.0011666729,0.0,1.8597006,0.0052372417,0.0,1.8597006,0.008669077,0.0
6,80064,1.996079,0.004711433,0.0,-3.003921,0.0,0.0043172743,1.996079,0.0012382241,0.0
7,80065,1.9370635,0.0,0.0065483274,1.9370635,0.012139511,0.0,1.9370635,0.01004115,0.0
8,80066,1.6884309,0.0,0.0028299764,1.6884309,0.021023894,0.0,1.6884309,0.0024394472,0.0
9,80067,1.2745197,0.0,0.0046693985,1.2745197,0.015146269,0.0,1.2745197,0.009284906,0.0
10,80068,0.7358472,0.020125503,0.0,0.7358472,0.013390369,0.0,0.7358472,0.0,0.0046682977
11,80069,0.12514333,0.004881829,0.0,0.12514333,0.0013053839,0.0,0.12514333,0.0006994418,0.0
12,80070,-0.49781063,0.0,0.014065131,-0.49781063,0.0,0.0034630038,-0.49781063,0.0,0.0035238457
13,80071,-1.0720345,0.0,0.0038767238,-1.0720345,0.0033345325,0.0,-1.0720345,0.0,0.010067685
14,80072,-1.541318,0.049522493,0.0,-1.541318,0.0077936053,0.0,-1.541318,0.0012750899,0.0
15,80073,-1.8597236,0.07000596,0.0,-1.8597236,0.0,0.0050957804,-1.8597236,0.046579197,0.0
16,80074,-1.9960829,0.103110075,0.0,-1.9960829,0.0,0.007264223,-1.9960829,0.00629485,0.0
17,80075,-1.9370478,0.074417084,0.0,-1.9370478,0.011037695,0.0,-1.9370478,0.0042027473,0.0
18,80076,-1.6883973,0.030764405,0.0,-1.6883973,0.006249129,0.0,-1.6883973,0.0,0.010492108
19,80077,-1.2744713,0.0,0.008344293,-1.2744713,0.008542564,0.0,-1.2744713,0.0,0.0062030414
20,80078,-0.7357887,0.0,0.025982061,-0.7357887,0.0,0.0017452502,-0.7357887,0.0074776313,0.0
21,80079,-0.12508062,0.0,0.0052094706,-0.12508062,0.0,0.0016381074,-0.12508062,0.0,0.0007381295
