,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0006251754,0.0,-0.7359056,0.0,0.019327562,-0.7359056,0.0,0.0069725583
1,80059,-0.12520604,0.0017517881,0.0,-0.12520604,0.0,0.0025696226,-0.12520604,0.0030928873,0.0
2,80060,0.49774978,0.0,0.0026658217,0.49774978,0.018200597,0.0,0.49774978,0.016651222,0.0
3,80061,1.0719814,0.0,0.011282617,1.0719814,0.03621525,0.0,1.0719814,0.006786291,0.0
4,80062,1.541278,0.03311344,0.0,1.541278,0.04976924,0.0,1.541278,0.012413918,0.0
5,80063,1.8597006,0.01815581,0.0,1.8597006,0.06446193,0.0,1.8597006,0.0260895,0.0
6,80064,1.996079,0.0,0.014141934,-3.003921,0.0,0.029656578,1.996079,0.0,0.0154428445
7,80065,1.9370635,0.0,0.022523591,1.9370635,0.0,0.012542,1.9370635,0.051489778,0.0
8,80066,1.6884309,0.0,0.001441856,1.6884309,0.049202923,0.0,1.6884309,0.042593278,0.0
9,80067,1.2745197,0.0,0.019716728,1.2745197,0.083084,0.0,1.2745197,0.057437316,0.0
10,80068,0.7358472,0.0,0.02117343,0.7358472,0.017211508,0.0,0.7358472,0.013742032,0.0
11,80069,0.12514333,0.0,0.002806331,0.12514333,0.0026558714,0.0,0.12514333,0.004298108,0.0
12,80070,-0.49781063,0.002970822,0.0,-0.49781063,0.0,0.0066029592,-0.49781063,0.0,0.00029920548
13,80071,-1.0720345,0.0,0.010584057,-1.0720345,0.025617806,0.0,-1.0720345,0.0,0.056020383
14,80072,-1.541318,0.0,0.014340632,-1.541318,0.026042659,0.0,-1.541318,0.0,0.07827812
15,80073,-1.8597236,0.03116516,0.0,-1.8597236,0.0,0.030988771,-1.8597236,0.0,0.07210988
16,80074,-1.9960829,0.06524962,0.0,-1.9960829,0.0,0.0934356,-1.9960829,0.0,0.016751116
17,80075,-1.9370478,0.0,0.05100884,-1.9370478,0.0,0.1031026,-1.9370478,0.0350518,0.0
18,80076,-1.6883973,0.0,0.072551325,-1.6883973,0.09216499,0.0,-1.6883973,0.043284442,0.0
19,80077,-1.2744713,0.0,0.019514276,-1.2744713,0.026125213,0.0,-1.2744713,0.015333416,0.0
20,80078,-0.7357887,0.014782361,0.0,-0.7357887,0.012140658,0.0,-0.7357887,0.0,0.048020903
21,80079,-0.12508062,0.0,0.0010255107,-0.12508062,0.0,0.0074045747,-0.12508062,0.0,0.0034853984
22,80080,0.4978715,0.0,0.009430522,0.4978715,0.008193283,0.0,0.4978715,0.029523306,0.0
23,80081,1.0720875,0.0010795974,0.0,1.0720875,0.010124172,0.0,1.0720875,0.03317055,0.0
24,80082,1.5413581,0.0,0.0011348457,1.5413581,0.0,0.0037896633,1.5413581,0.024780383,0.0
25,80083,1.8597467,0.0009248468,0.0,1.8597467,0.0,0.0055570565,1.8597467,0.012004194,0.0
26,80084,1.9960868,0.0029637346,0.0,1.9960868,0.016064424,0.0,1.9960868,0.0,0.0010086276
27,80085,1.9370322,0.016559256,0.0,1.9370322,0.021354599,0.0,1.9370322,0.023032136,0.0
28,80086,1.6883636,0.02777136,0.0,1.6883636,0.0734816,0.0,1.6883636,0.0,0.0023300583
29,80087,1.2744229,0.6768637,0.0,1.2744229,0.0,0.98457474,1.2744229,0.04453896,0.0
30,80088,0.7357303,0.0,0.0055617774,0.7357303,0.033932697,0.0,0.7357303,0.001897926,0.0
31,80089,0.12501791,0.0,0.003241932,0.12501791,0.004219989,0.0,0.12501791,0.0020348693,0.0
32,80090,-0.49793234,0.0,0.010300855,-0.49793234,0.014119218,0.0,-0.49793234,0.0,0.0005128441
33,80091,-1.0721406,0.0,0.0406927,-1.0721406,0.0,0.09418381,-1.0721406,0.0,0.025286686
34,80092,-1.541398,0.0,0.038819708,-1.541398,0.0,0.048051592,-1.541398,0.0,0.046145614
