,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,5.912219e-10,-0.7359056,4.4708465e-10,0.0,-0.7359056,3.820876e-10,0.0
1,80059,-0.12520604,2.5349298e-10,0.0,-0.12520604,2.1681235e-10,0.0,-0.12520604,7.162096e-11,0.0
2,80060,0.49774978,0.0,4.5347465e-10,0.49774978,0.0,1.138648e-09,0.49774978,0.0,7.3124407e-10
3,80061,1.0719814,1.2136414e-10,0.0,1.0719814,0.0,1.2238877e-10,1.0719814,3.4276765e-10,0.0
4,80062,1.541278,0.0,1.7877515e-09,1.541278,6.5228395e-10,0.0,1.541278,0.0,7.698562e-10
5,80063,1.8597006,0.0,1.3222577e-10,1.8597006,6.5317585e-10,0.0,1.8597006,2.340191e-09,0.0
6,80064,1.996079,1.1138894e-09,0.0,-3.003921,0.0,8.147635e-09,1.996079,7.527564e-09,0.0
7,80065,1.9370635,7.4893797e-10,0.0,1.9370635,2.2328062e-09,0.0,1.9370635,0.0,1.7892244e-09
8,80066,1.6884309,7.749286e-11,0.0,1.6884309,0.0,6.29642e-10,1.6884309,0.0,2.565927e-09
9,80067,1.2745197,1.0329702e-10,0.0,1.2745197,0.0,2.6444358e-09,1.2745197,1.6188694e-09,0.0
10,80068,0.7358472,0.0,7.4510725e-10,0.7358472,0.0,5.640751e-10,0.7358472,1.0960992e-09,0.0
11,80069,0.12514333,0.0,7.3667884e-11,0.12514333,2.0595945e-11,0.0,0.12514333,0.0,6.820601e-11
12,80070,-0.49781063,1.0129777e-09,0.0,-0.49781063,0.0,3.278989e-10,-0.49781063,0.0,7.113961e-10
13,80071,-1.0720345,0.0,1.05684845e-11,-1.0720345,0.0,4.013751e-09,-1.0720345,1.5031225e-09,0.0
14,80072,-1.541318,0.0,1.4274459e-09,-1.541318,0.0,3.413358e-09,-1.541318,2.1585738e-09,0.0
15,80073,-1.8597236,0.0,8.103694e-09,-1.8597236,0.0,3.9846637e-09,-1.8597236,0.0,1.5526084e-09
16,80074,-1.9960829,0.0,1.2092541e-08,-1.9960829,1.5677032e-09,0.0,-1.9960829,3.2729788e-11,0.0
17,80075,-1.9370478,0.0,3.5222272e-09,-1.9370478,1.0990884e-09,0.0,-1.9370478,0.0,1.0579791e-09
18,80076,-1.6883973,1.2629227e-09,0.0,-1.6883973,0.0,3.7165813e-09,-1.6883973,0.0,2.7717089e-09
19,80077,-1.2744713,7.417005e-11,0.0,-1.2744713,0.0,9.972962e-10,-1.2744713,0.0,1.1764275e-09
20,80078,-0.7357887,0.0,1.0275281e-09,-0.7357887,0.0,5.885166e-11,-0.7357887,8.892398e-11,0.0
21,80079,-0.12508062,2.7358021e-10,0.0,-0.12508062,2.909725e-10,0.0,-0.12508062,8.12894e-11,0.0
22,80080,0.4978715,0.0,6.0113296e-11,0.4978715,0.0,7.3302553e-10,0.4978715,0.0,6.7043404e-10
