,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.0,-0.7359056,0.0,0.0,-0.7359056,0.0,0.0
1,80059,-0.12520604,0.2260927,0.0,-0.12520604,0.0,0.0,-0.12520604,0.0,0.0
2,80060,0.49774978,0.0,0.0,0.49774978,0.03235629,0.0,0.49774978,0.19249922,0.0
3,80061,1.0719814,0.025985755,0.0,1.0719814,0.06375461,0.0,1.0719814,0.6320604,0.0
4,80062,1.541278,0.19049378,0.0,1.541278,0.0,0.0,1.541278,0.0,0.0
5,80063,1.8597006,0.0,0.0,1.8597006,0.0,0.081796154,1.8597006,0.0,0.51888746
6,80064,1.996079,0.0,0.0,-3.003921,0.17066383,0.0,1.996079,0.0,0.0
7,80065,1.9370635,0.0,0.02043357,1.9370635,0.03397498,0.0,1.9370635,0.0,0.0
8,80066,1.6884309,0.0,0.0,1.6884309,0.0,0.1260735,1.6884309,0.0,0.0
9,80067,1.2745197,0.0,0.0,1.2745197,0.0,0.0,1.2745197,0.0,0.0
10,80068,0.7358472,0.0,0.0,0.7358472,0.0,0.0,0.7358472,0.35912925,0.0
11,80069,0.12514333,0.0,0.0,0.12514333,0.0,0.0,0.12514333,0.0,0.18483013
12,80070,-0.49781063,0.0,0.017104328,-0.49781063,0.0,0.0,-0.49781063,0.0,0.0
13,80071,-1.0720345,0.0,0.14024991,-1.0720345,0.0,0.04620969,-1.0720345,0.0,0.0
14,80072,-1.541318,0.0,0.0,-1.541318,0.0,0.0,-1.541318,0.0,0.0
15,80073,-1.8597236,0.006256132,0.0,-1.8597236,0.0,0.0,-1.8597236,0.0,0.0
16,80074,-1.9960829,0.054414216,0.0,-1.9960829,0.0,0.07450352,-1.9960829,0.0,0.0
17,80075,-1.9370478,0.0,0.0,-1.9370478,0.30498815,0.0,-1.9370478,0.0,0.08929479
18,80076,-1.6883973,0.0,0.0,-1.6883973,0.0,0.0,-1.6883973,0.0,0.0
19,80077,-1.2744713,0.26658583,0.0,-1.2744713,0.0,0.18887572,-1.2744713,0.0,0.0
20,80078,-0.7357887,0.67289644,0.0,-0.7357887,0.0,0.0,-0.7357887,0.09388867,0.0
21,80079,-0.12508062,0.10114683,0.0,-0.12508062,0.017102337,0.0,-0.12508062,0.0,0.0
22,80080,0.4978715,0.0,0.0,0.4978715,0.15134896,0.0,0.4978715,0.0,0.0
