,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.0,-0.7359056,0.0,0.0,-0.7359056,0.0,0.21682543
1,80059,-0.12520604,0.0,0.0,-0.12520604,0.0,0.0,-0.12520604,0.42242286,0.0
2,80060,0.49774978,0.0,0.0,0.49774978,0.0,0.0,0.49774978,0.0,0.0
3,80061,1.0719814,0.0,0.0,1.0719814,0.1627697,0.0,1.0719814,0.0,0.0
4,80062,1.541278,0.0,0.0,1.541278,0.0,0.020886354,1.541278,0.0,0.0
5,80063,1.8597006,0.0,0.0,1.8597006,0.0,0.0,1.8597006,0.0,0.0
6,80064,1.996079,0.19697842,0.0,-3.003921,0.0,0.0,1.996079,0.0,0.0
7,80065,1.9370635,0.0,0.0,1.9370635,0.0,0.0,1.9370635,0.36663592,0.0
8,80066,1.6884309,0.0,0.0,1.6884309,0.0,0.0,1.6884309,0.0,0.0
9,80067,1.2745197,0.0,0.0,1.2745197,0.0,0.3344069,1.2745197,0.0,0.0
10,80068,0.7358472,0.0,0.022214884,0.7358472,0.0,0.0,0.7358472,0.0,0.0
11,80069,0.12514333,0.0,0.0,0.12514333,0.0,0.54311997,0.12514333,0.47712663,0.0
12,80070,-0.49781063,0.0,0.0,-0.49781063,0.0,0.0,-0.49781063,0.0,0.0
13,80071,-1.0720345,0.0,0.0,-1.0720345,0.0,0.009747351,-1.0720345,0.0,0.11425758
14,80072,-1.541318,0.0,0.09173618,-1.541318,0.0,0.0,-1.541318,0.0,0.0
15,80073,-1.8597236,0.0,0.0,-1.8597236,0.0,0.0,-1.8597236,0.0,0.1879586
16,80074,-1.9960829,0.0,0.0,-1.9960829,0.0,0.0,-1.9960829,0.0,0.0
17,80075,-1.9370478,0.0,0.0,-1.9370478,0.0,0.0,-1.9370478,0.0,0.0
18,80076,-1.6883973,0.0,0.0,-1.6883973,0.0,0.032733962,-1.6883973,0.0,0.08273145
19,80077,-1.2744713,0.0,0.0,-1.2744713,0.0,0.059490625,-1.2744713,0.0,0.0
20,80078,-0.7357887,0.0,0.0,-0.7357887,0.0,0.0,-0.7357887,0.4035361,0.0
21,80079,-0.12508062,0.0,0.0,-0.12508062,0.0,0.0,-0.12508062,0.15574396,0.0
22,80080,0.4978715,0.0,0.063609704,0.4978715,0.0,0.0,0.4978715,0.0,0.14480932
23,80081,1.0720875,0.0,0.4530664,1.0720875,0.0,0.0,1.0720875,0.0,0.0
24,80082,1.5413581,0.0,0.16604875,1.5413581,0.0,0.117534116,1.5413581,0.0,0.0
25,80083,1.8597467,0.0,0.0,1.8597467,0.0,0.0,1.8597467,0.0,0.0
26,80084,1.9960868,0.23585102,0.0,1.9960868,0.0,0.0,1.9960868,0.0,0.12575479
27,80085,1.9370322,0.0,0.0,1.9370322,0.0,0.0,1.9370322,0.0,0.0
28,80086,1.6883636,0.0,0.0,1.6883636,0.30616048,0.0,1.6883636,0.26507157,0.0
29,80087,1.2744229,0.0,0.0,1.2744229,0.5378849,0.0,1.2744229,0.0,0.0
30,80088,0.7357303,0.0,0.0,0.7357303,0.0,0.0,0.7357303,0.0,0.29656067
31,80089,0.12501791,0.0,0.07644642,0.12501791,0.0,0.0,0.12501791,0.0,0.23511164
32,80090,-0.49793234,0.0,0.5875933,-0.49793234,0.0,0.0,-0.49793234,0.0,0.0
33,80091,-1.0721406,0.10171629,0.0,-1.0721406,0.16254386,0.0,-1.0721406,0.0,0.0
34,80092,-1.541398,0.0,0.0,-1.541398,0.1581232,0.0,-1.541398,0.021498453,0.0
35,80093,-1.8597698,0.022141853,0.0,-1.8597698,0.0,0.0,-1.8597698,0.24667585,0.0
