,ds,y,pos_attr_y,neg_attr_y,sine_spiky_a,pos_attr_sine_spiky_a,neg_attr_sine_spiky_a,sine_spiky_b,pos_attr_sine_spiky_b,neg_attr_sine_spiky_b
0,80058,-0.7359056,0.0,0.0,-0.7359056,0.0,0.0,-0.7359056,0.0,0.0
1,80059,-0.12520604,0.0,0.0,-0.12520604,0.0,0.0,-0.12520604,0.0,0.0
2,80060,0.49774978,0.0,0.0,0.49774978,0.0,0.0,0.49774978,0.0,0.0
3,80061,1.0719814,0.0,0.0,1.0719814,0.0,0.0,1.0719814,0.22624207,0.0
4,80062,1.541278,0.05849987,0.0,1.541278,0.0,0.0,1.541278,0.5471985,0.0
5,80063,1.8597006,0.0,0.0,1.8597006,0.20385362,0.0,1.8597006,0.0,0.0
6,80064,1.996079,0.0,0.0,-3.003921,0.24757995,0.0,1.996079,0.0,0.0
7,80065,1.9370635,0.07571138,0.0,1.9370635,0.0,0.16128263,1.9370635,0.0,0.6839758
8,80066,1.6884309,0.0,0.0,1.6884309,0.0,0.0,1.6884309,0.0,0.0
9,80067,1.2745197,0.0,0.0,1.2745197,0.0,0.0,1.2745197,0.0,0.0
10,80068,0.7358472,0.0,0.0,0.7358472,0.0,0.0,0.7358472,0.0,0.0
11,80069,0.12514333,0.0,0.0,0.12514333,0.0,0.0,0.12514333,0.0,0.0
12,80070,-0.49781063,0.0,0.0,-0.49781063,0.0,0.0,-0.49781063,0.0,0.0
13,80071,-1.0720345,0.0,0.0,-1.0720345,0.0,0.0,-1.0720345,0.0,0.0
14,80072,-1.541318,0.0,0.0,-1.541318,0.0,0.0,-1.541318,0.0,0.0
15,80073,-1.8597236,0.36727548,0.0,-1.8597236,0.0,0.0,-1.8597236,0.0,0.0
16,80074,-1.9960829,0.49548268,0.0,-1.9960829,1.0,0.0,-1.9960829,0.0,0.18896605
17,80075,-1.9370478,0.0,0.0,-1.9370478,0.66965634,0.0,-1.9370478,0.0,0.0
18,80076,-1.6883973,0.35757324,0.0,-1.6883973,0.0,0.0,-1.6883973,0.51405,0.0
19,80077,-1.2744713,0.0,0.0,-1.2744713,0.0,0.0,-1.2744713,0.0,0.0
20,80078,-0.7357887,0.0,0.0,-0.7357887,0.0,0.0,-0.7357887,0.0,0.0
