,ds,y,pos_attr,neg_attr,raw_pos_attr,raw_neg_attr
0,80000,0.49738464300471114,0.2341567,0.0,0.024104316,0.0
1,80001,1.071663139158449,0.1295547,0.0,0.013336486,0.0
2,80002,1.541037699751342,0.061681423,0.0,0.006349545,0.0
3,80003,1.8595617611113358,0.15493529,0.0,0.015949188,0.0
4,80004,1.9960553503654095,0.090211295,0.0,0.009286437,0.0
5,80005,1.937157258970549,0.0,0.030048106,0.0,0.003093181
6,80006,1.6886329568371727,0.0,0.12657014,0.0,0.013029252
7,80007,1.2748102167794828,0.09437359,0.0,0.009714908,0.0
8,80008,0.7361976953453551,0.034972526,0.0,0.0036001054,0.0
9,80009,0.12551958467467797,0.0,0.01888977,0.0,0.0019445311
10,80010,-0.4974455011971096,0.0,0.025939394,0.0,0.0026702262
11,80011,-1.0717161896585063,0.0,0.0070884526,0.0,0.0007296921
12,80012,-1.5410777494964356,0.09119193,0.0,0.009387385,0.0
13,80013,-1.8595848896729326,0.0,0.1694244,0.0,0.01744071
14,80014,-1.996059293719398,0.0,0.28308946,0.0,0.0291415
15,80015,-1.937141631104572,0.0,0.09497358,0.0,0.009776671
16,80016,-1.6885992875468947,0.011906607,0.0,0.0012256776,0.0
17,80017,-1.2747618019037847,0.0,0.6823138,0.0,0.07023804
18,80018,-0.7361392741849289,0.0,0.15648563,0.0,0.016108781
19,80019,-0.12545687599470876,0.0,0.041318648,0.0,0.0042533814
20,80020,0.4975063589126339,0.07892934,0.0,0.008125062,0.0
21,80021,1.071769239094658,0.035128564,0.0,0.0036161682,0.0
22,80022,1.541117797720516,0.0,0.15733823,0.0,0.016196549
23,80023,1.8596080164045123,0.0,0.080910176,0.0,0.008328971
24,80024,1.9960632351024021,0.0,0.15991288,0.0,0.016461587
25,80025,1.9371260013230547,0.0,0.07124292,0.0,0.007333815
26,80026,1.6885656165822045,0.0,0.22719851,0.0,0.023388034
27,80027,1.274713385781135,0.0,0.062292244,0.0,0.0064124237
28,80028,0.7360808522844174,0.060387574,0.0,0.006216355,0.0
29,80029,0.12539416719817773,0.0,0.000548555,0.0,5.6468776e-05
30,80030,-0.49756721612303473,0.001623963,0.0,0.00016717231,0.0
31,80031,-1.0718222874852805,0.07126165,0.0,0.007335743,0.0
