,ds,y,pos_attr,neg_attr,raw_pos_attr,raw_neg_attr
0,80000,0.49738464300471114,0.0,0.013741007,0.0,0.002773583
1,80001,1.071663139158449,0.0,0.0018435327,0.0,0.0003721118
2,80002,1.541037699751342,0.0,0.009163329,0.0,0.0018495917
3,80003,1.8595617611113358,0.0,0.07386769,0.0,0.014909983
4,80004,1.9960553503654095,0.028819704,0.0,0.005817175,0.0
5,80005,1.937157258970549,0.0,0.09871833,0.0,0.019926012
6,80006,1.6886329568371727,0.0,0.02803215,0.0,0.0056582093
7,80007,1.2748102167794828,0.0,0.032439444,0.0,0.0065478086
8,80008,0.7361976953453551,0.0027344406,0.0,0.000551939,0.0
9,80009,0.12551958467467797,0.0009682755,0.0,0.00019544363,0.0
10,80010,-0.4974455011971096,0.0,0.013668069,0.0,0.0027588606
11,80011,-1.0717161896585063,0.0,0.045622636,0.0,0.009208798
12,80012,-1.5410777494964356,0.035085294,0.0,0.0070818663,0.0
13,80013,-1.8595848896729326,0.039448883,0.0,0.007962644,0.0
14,80014,-1.996059293719398,0.078873254,0.0,0.015920341,0.0
15,80015,-1.937141631104572,0.03550786,0.0,0.0071671605,0.0
16,80016,-1.6885992875468947,0.03801079,0.0,0.0076723695,0.0
17,80017,-1.2747618019037847,0.0,0.0060727615,0.0,0.0012257695
18,80018,-0.7361392741849289,0.027550228,0.0,0.0055609345,0.0
19,80019,-0.12545687599470876,0.0,0.0016480468,0.0,0.00033265352
20,80020,0.4975063589126339,0.0,0.022872444,0.0,0.0046167374
21,80021,1.071769239094658,0.0,0.010920931,0.0,0.0022043586
22,80022,1.541117797720516,0.027464,0.0,0.00554353,0.0
23,80023,1.8596080164045123,0.071614586,0.0,0.014455199,0.0
24,80024,1.9960632351024021,0.08256977,0.0,0.016666472,0.0
25,80025,1.9371260013230547,0.0,0.030948197,0.0,0.006246805
26,80026,1.6885656165822045,0.0,0.056417476,0.0,0.011387706
27,80027,1.274713385781135,0.01871379,0.0,0.0037773252,0.0
28,80028,0.7360808522844174,0.0,0.001762031,0.0,0.00035566092
29,80029,0.12539416719817773,0.007392144,0.0,0.0014920831,0.0
30,80030,-0.49756721612303473,0.014843643,0.0,0.0029961467,0.0
31,80031,-1.0718222874852805,0.0,0.08767957,0.0,0.01769787
32,80032,-1.5411578444189062,0.0,0.02846092,0.0,0.0057447553
33,80033,-1.8596311412953397,0.09980826,0.0,0.020146012,0.0
34,80034,-1.9960671745162442,0.025722936,0.0,0.005192101,0.0
35,80035,-1.9371103696332526,0.04609688,0.0,0.0093045235,0.0
36,80036,-1.6885319439587319,0.07754768,0.0,0.015652776,0.0
37,80037,-1.274664968389155,0.0,0.0026597308,0.0,0.00053685904
38,80038,-0.7360224296709393,0.0,0.022136861,0.0,0.004468262
39,80039,-0.12533145826336187,0.0038887525,0.0,0.00078493357,0.0
40,80040,0.49762807284939375,0.019449078,0.0,0.0039257407,0.0
41,80041,1.07187533480575,0.0,0.003553887,0.0,0.0007173419
42,80042,1.5411978896054788,0.0,0.014779563,0.0,0.0029832125
43,80043,1.859654264353426,0.0,0.050008077,0.0,0.010093987
44,80044,1.9960711119590953,0.0,0.031826407,0.0,0.0064240694
45,80045,1.9370947360279402,0.0,0.035736423,0.0,0.0072132945
46,80046,1.6884982696648125,0.0,0.020350616,0.0,0.0041077137
47,80047,1.2746165497503197,0.0,0.00036852938,0.0,7.43866e-05
48,80048,0.7359640063174909,0.029237844,0.0,0.005901575,0.0
49,80049,0.12526874921936965,0.005967636,0.0,0.0012045503,0.0
50,80050,-0.4976889290846038,0.0,0.022932684,0.0,0.0046288967
51,80051,-1.0719283810805853,0.0,0.0019560405,0.0,0.00039482117
52,80052,-1.5412379332616455,0.0,0.02038546,0.0,0.004114747
53,80053,-1.8596773855760704,0.0,0.046819765,0.0,0.009450436
54,80054,-1.99607504743232,0.0,0.065609746,0.0,0.013243139
55,80055,-1.9370791005143748,0.041784674,0.0,0.008434117,0.0
56,80056,-1.688464593700479,0.0,0.06570217,0.0,0.013261795
57,80057,-1.2745681298478562,0.035560425,0.0,0.00717777,0.0
58,80058,-0.7359055822511914,0.041195262,0.0,0.008315146,0.0
59,80059,-0.1252060400372163,0.0,0.009028674,0.0,0.001822412
60,80060,0.4977497848286047,0.016517084,0.0,0.0033339262,0.0
61,80061,1.071981426285163,0.048774626,0.0,0.009845018,0.0
62,80062,1.5412779754059145,0.11069907,0.0,0.022344291,0.0
63,80063,1.85970050496325,0.10179442,0.0,0.020546913,0.0
64,80064,1.9960789809354578,0.13909326,0.0,0.028075576,0.0
65,80065,1.9370634630871402,0.065723434,0.0,0.013266087,0.0
66,80066,1.688430916077464,0.0,0.017700925,0.0,0.0035728812
67,80067,1.2745197086874192,0.0,0.014837146,0.0,0.0029948354
68,80068,0.7358471574518023,0.0092976885,0.0,0.0018767118,0.0
69,80069,0.12514333074601044,0.012167965,0.0,0.002456069,0.0
70,80070,-0.4978106400813364,0.0,0.024827894,0.0,0.0050114393
71,80071,-1.072034470437859,0.0,0.017415375,0.0,0.0035152435
72,80072,-1.5413180160196993,0.052897546,0.0,0.010677218,0.0
73,80073,-1.859723622517619,0.0,0.057287417,0.0,0.011563301
74,80074,-1.9960829124685053,0.12689222,0.0,0.025612831,0.0
75,80075,-1.9370478237480624,0.17508659,0.0,0.035340726,0.0
76,80076,-1.6883972367880014,0.009138229,0.0,0.0018445253,0.0
77,80077,-1.2744712862690564,0.07782377,0.0,0.015708506,0.0
78,80078,-0.7357887319261467,0.06617701,0.0,0.013357639,0.0
79,80079,-0.12508062133129064,0.0090331035,0.0,0.0018233061,0.0
80,80080,0.4978714948427389,0.0,0.019669073,0.0,0.003970146
81,80081,2.0655158195549435,0.06325151,0.0,0.012767136,0.0
82,80082,1.2648294527745012,0.09372783,0.0,0.018918693,0.0
83,80083,3.1551238144325087,0.0,0.22871026,0.0,0.046164513
84,80084,5.042146554847509,0.0,0.92492306,0.0,0.18669307
85,80085,1.4687254330504846,0.0,0.023338716,0.0,0.004710853
86,80086,1.2200896419259626,0.0002796453,0.0,5.64456e-05,0.0
87,80087,4.432848493607598,0.0,0.534002,0.0,0.107786775
88,80088,0.7357303056742821,0.0,0.06097773,0.0,0.01230818
89,80089,0.12501791177859528,0.0,0.0013273554,0.0,0.00026792288
90,80090,-0.4979323491057052,0.0066084284,0.0,0.0013338923,0.0
91,80091,-1.0721405555689685,0.07756598,0.0,0.015656471,0.0
92,80092,-1.5413980926927517,0.0,0.07548651,0.0,0.015236735
93,80093,-1.8597698521090955,0.0,0.096309006,0.0,0.019439697
94,80094,-1.9960907696243133,0.0,0.091488004,0.0,0.018466592
95,80095,-1.9370165393344383,0.0,1.0,0.0,0.20184714
